X,Y,OBJECTID,ticket_number,issued_date,location,description,status,amount
,,613,230900075,2023/01/05 10:59:00+00,100 PEARL ST,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,614,231300058,2023/01/05 11:01:00+00,100 MILDRED AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,615,231300059,2023/01/05 11:05:00+00,100 PAUL AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,616,231500108,2023/01/05 11:02:00+00,300 SALINA ST S,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,100
,,617,231500109,2023/01/05 11:04:00+00,300 SALINA ST S,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
,,618,231300060,2023/01/05 11:08:00+00,100 PAUL AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,619,231500110,2023/01/05 11:06:00+00,300 SALINA ST S,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
,,620,231300061,2023/01/05 11:14:00+00,100 GRAY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,621,231300062,2023/01/05 11:27:00+00,200 DORCHESTER AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8476769.72062886,5319449.27025695,622,231500111,2023/01/05 11:12:00+00,300 WASHINGTON ST E,NO STOPPING ANY TIME CO15-316 (A)14,Adjudication Approved,0
-8474559.58351835,5322412.44516187,623,231300063,2023/01/05 11:34:00+00,400 BRATTLE RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,624,230700055,2023/01/05 11:43:00+00,300 SALINA ST N,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,625,230700053,2023/01/05 11:41:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,626,230700054,2023/01/05 11:42:00+00,300 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Pending ,25
,,627,230700056,2023/01/05 11:49:00+00,1800 LODI ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,628,230900078,2023/01/05 11:50:00+00,1200 WASHINGTON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,629,230900079,2023/01/05 11:50:00+00,1200 WASHINGTON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25
,,630,230700057,2023/01/05 11:50:00+00,1700 LODI ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8475594.52081043,5319321.76925427,631,230900076,2023/01/05 11:45:00+00,900 FAYETTE ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8475594.52081043,5319321.76925427,632,230900077,2023/01/05 11:45:00+00,900 FAYETTE ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
,,633,230900080,2023/01/05 11:51:00+00,1200 WASHINGTON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Partial ,10
,,634,230900081,2023/01/05 11:52:00+00,1200 WASHINGTON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,635,230700059,2023/01/05 11:56:00+00,300 DIVISION ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,636,374407D,2023/01/05 11:37:00+00,500 STATE ST N,LIMITED PARKING ONLY 9 AM-6 PM CO15-365,Paid In Full,25
-8478193.38559243,5320735.34545369,637,230700058,2023/01/05 11:53:00+00,400 DIVISION ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8477092.32454761,5318120.87736532,638,230700061,2023/01/05 11:59:00+00,700 SALINA ST N,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
-8477092.32454761,5318120.87736532,639,230700060,2023/01/05 11:58:00+00,700 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
-8477092.32454761,5318120.87736532,640,230700062,2023/01/05 12:01:00+00,700 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
-8477092.32454761,5318120.87736532,641,230700063,2023/01/05 12:03:00+00,700 SALINA ST N,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
-8477092.32454761,5318120.87736532,642,230700064,2023/01/05 12:04:00+00,700 SALINA ST N,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
-8481464.5088238,5319472.57700511,643,231300064,2023/01/05 13:29:00+00,600 HAMILTON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
-8481464.5088238,5319472.57700511,644,231300067,2023/01/05 13:31:00+00,600 HAMILTON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8481464.5088238,5319472.57700511,645,231300065,2023/01/05 13:31:00+00,600 HAMILTON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
-8481464.5088238,5319472.57700511,646,231300066,2023/01/05 13:31:00+00,600 HAMILTON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8481464.5088238,5319472.57700511,647,231300069,2023/01/05 13:34:00+00,600 HAMILTON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,648,231300070,2023/01/05 13:38:00+00,300 CAYUGA ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
-8481464.5088238,5319472.57700511,649,231300068,2023/01/05 13:33:00+00,600 HAMILTON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,650,231300071,2023/01/05 13:42:00+00,600 WILLIS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,651,231300072,2023/01/05 13:43:00+00,600 WILLIS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,652,231300073,2023/01/05 13:46:00+00,300 ERIE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,653,231300074,2023/01/05 14:52:00+00,500 THOPKINS ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,654,231300076,2023/01/05 14:59:00+00,500 TENNYSON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,655,231300079,2023/01/05 15:11:00+00,200 BRYANT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,656,231300077,2023/01/05 15:01:00+00,500 TENNYSON AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8481204.0212284,5318955.7275478,657,231300075,2023/01/05 14:55:00+00,600 TOMPKINS ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Void Approved,0
,,658,231300078,2023/01/05 15:06:00+00,300 LOWELL AVE N,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,659,231300080,2023/01/05 15:12:00+00,200 BRYANT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,660,230900082,2023/01/06 09:36:00+00,100 PEARL ST,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Approved,0
,,661,23500070,2023/01/06 09:35:00+00,300 SALINA ST S,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
,,662,23500071,2023/01/06 09:39:00+00,21 CITY LOT 21,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
,,663,230900083,2023/01/06 09:38:00+00,500 PEARL ST,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,664,23500072,2023/01/06 09:40:00+00,21 CITY LOT 21,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,665,230900084,2023/01/06 09:39:00+00,500 PEARL ST,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,10
,,666,231500112,2023/01/06 09:39:00+00,300 MONTGOMERY ST,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
,,667,231500113,2023/01/06 09:41:00+00,300 MONTGOMERY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,25
,,668,231500114,2023/01/06 09:43:00+00,300 MONTGOMERY ST,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,100
,,669,23500073,2023/01/06 09:46:00+00,200 WASHINGTON ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,670,231500115,2023/01/06 09:46:00+00,200 JEFFERSON ST E,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25
,,671,23500075,2023/01/06 09:47:00+00,200 WASHINGTON ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,672,23500076,2023/01/06 09:50:00+00,200 WASHINGTON ST W,NO PERMIT/ALL TIMES CO15-365,Void Approved,0
,,673,23500074,2023/01/06 09:46:00+00,200 WASHINGTON ST W,NO PERMIT/ALL TIMES CO15-365,Paid In Full,25
,,674,231500117,2023/01/06 09:59:00+00,200 WARREN ST S,PRKD 12 IN FROM CURB/ALL CO15-301,Adjudication Denied ,25
,,675,23500077,2023/01/06 09:52:00+00,200 WASHINGTON ST W,NO PARKING ANY TIME CO15-316 (A)14,Fourth Notice,25
-8477088.31705368,5319361.52736912,676,231500116,2023/01/06 09:55:00+00,300 WARREN ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25
-8472144.56276363,5322383.64534291,677,231300081,2023/01/06 10:02:00+00,100 EDWARDS AVE S,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,678,231500118,2023/01/06 10:05:00+00,200 BANK ALLEY,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
-8470263.54172963,5318438.90676702,679,23500078,2023/01/06 10:04:00+00,200 GENESEE ST W,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
-8470263.54172963,5318438.90676702,680,23500079,2023/01/06 10:05:00+00,200 GENESEE ST W,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
,,681,231500119,2023/01/06 10:06:00+00,200 BANK ALLEY,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
-8472352.45186265,5322755.30725929,682,231300084,2023/01/06 10:08:00+00,200 ASHDALE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,683,23500080,2023/01/06 10:09:00+00,200 CLINTON ST N,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25
-8472238.7389902,5322760.79307731,684,231300082,2023/01/06 10:06:00+00,200 COLLINGWOOD AVE N,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8472238.7389902,5322760.79307731,685,231300083,2023/01/06 10:06:00+00,200 COLLINGWOOD AVE N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,686,231500120,2023/01/06 10:11:00+00,100 WARREN ST S,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25
,,687,23500081,2023/01/06 10:09:00+00,200 CLINTON ST N,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,688,23500082,2023/01/06 10:11:00+00,200 CLINTON ST N,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,25
,,689,231500121,2023/01/06 10:13:00+00,100 WARREN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Partial ,10
-8472482.69574197,5321340.05401717,690,231300085,2023/01/06 10:14:00+00,400 WOODBINE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8472482.69574197,5321340.05401717,691,231300086,2023/01/06 10:14:00+00,400 WOODBINE AVE,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,25
,,692,231300087,2023/01/06 10:21:00+00,100 GEORGE,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,25
,,693,231500122,2023/01/06 10:14:00+00,200 WATER ST E,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
,,694,231500123,2023/01/06 10:15:00+00,200 WATER ST E,NO STOPPING ANY TIME CO15-316 (A)14,Void Approved,0
,,695,231500125,2023/01/06 10:22:00+00,100 ERIE BLVD E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,696,231300088,2023/01/06 10:23:00+00,100 PAUL AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,697,231300089,2023/01/06 10:24:00+00,100 PAUL AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,698,231500124,2023/01/06 10:19:00+00,200 ERIE BLVD E CITY LOT 3,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25
,,699,231500127,2023/01/06 10:27:00+00,200 WATER ST E,NO STOPPING ANY TIME CO15-316 (A)14,Fourth Notice,25
-8476854.87998926,5319351.93054359,700,23500083,2023/01/06 10:24:00+00,300 FAYETTE ST W,NO PARKING ANY TIME CO15-316 (A)14,Fourth Notice,25
,,701,231500126,2023/01/06 10:24:00+00,100 WATER ST E,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
,,702,231300090,2023/01/06 10:27:00+00,100 DORCHESTER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,703,231500128,2023/01/06 10:27:00+00,200 WATER ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25
-8476854.87998926,5319351.93054359,704,23500084,2023/01/06 10:24:00+00,300 FAYETTE ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
-8474559.58351835,5322412.44516187,705,231300091,2023/01/06 10:30:00+00,400 BRATTLE RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8477618.80998283,5319295.72088256,706,23500085,2023/01/06 10:28:00+00,200 WALTON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8477618.80998283,5319295.72088256,707,23500086,2023/01/06 10:31:00+00,200 WALTON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,708,23500087,2023/01/06 10:33:00+00,400 FRANKLIN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8476769.72062886,5319449.27025695,709,231500129,2023/01/06 10:32:00+00,300 WASHINGTON ST E,FIRE LANE/ALL TIMES CO15-316 (A)14,Paid In Full,60
,,710,231300092,2023/01/06 10:34:00+00,400 SCOVILLE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,711,23500088,2023/01/06 10:35:00+00,100 WALTON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Partial ,25
-8476769.72062886,5319449.27025695,712,231500130,2023/01/06 10:32:00+00,300 WASHINGTON ST E,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Paid In Full,60
-8476769.72062886,5319449.27025695,713,231500131,2023/01/06 10:34:00+00,300 WASHINGTON ST E,NONE/ONE LICENSE PLATE/ALL VTL402-1,Adjudication Pending ,25
-8475322.01070216,5322561.93149001,714,231300093,2023/01/06 10:36:00+00,600 HELEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,715,23500089,2023/01/06 10:35:00+00,100 WALTON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Partial ,10
-8475745.80394998,5320068.97743354,716,230900085,2023/01/06 10:37:00+00,400 HAWLEY AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,60
,,717,23500090,2023/01/06 10:37:00+00,100 WALTON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
-8475745.80394998,5320068.97743354,718,230900086,2023/01/06 10:37:00+00,400 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,719,231300095,2023/01/06 10:41:00+00,100 SWEETING ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,720,231300096,2023/01/06 10:41:00+00,100 SWEETING ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,721,231300094,2023/01/06 10:39:00+00,100 SWEETING ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,722,231300097,2023/01/06 10:43:00+00,100 SCHILLER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,723,23500091,2023/01/06 10:42:00+00,200 JEFFERSON ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8470967.86009183,5319454.7541964,724,231500132,2023/01/06 10:38:00+00,400 FAYETTE ST E,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25
,,725,231300098,2023/01/06 10:45:00+00,100 SCHILLER AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,726,23500092,2023/01/06 10:44:00+00,200 JEFFERSON ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25
,,727,23500093,2023/01/06 10:45:00+00,200 JEFFERSON ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,728,230900088,2023/01/06 10:45:00+00,700 TOWNSEND ST N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,729,230900087,2023/01/06 10:45:00+00,700 TOWNSEND ST N,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,60
,,730,231300099,2023/01/06 10:47:00+00,100 MAYAR ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,731,23500094,2023/01/06 10:47:00+00,200 JEFFERSON ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8478661.26137678,5316781.70843512,732,231500133,2023/01/06 10:46:00+00,300 ONONDAGA ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Partial ,10
,,733,23500095,2023/01/06 10:48:00+00,200 JEFFERSON ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Denied,25
,,734,231300100,2023/01/06 10:49:00+00,100 MAYAR ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Denied,60
-8478661.26137678,5316781.70843512,735,231500134,2023/01/06 10:47:00+00,300 ONONDAGA ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
,,736,231300101,2023/01/06 10:51:00+00,300 WADSWORTH ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,737,231500135,2023/01/06 10:52:00+00,200 JEFFERSON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,738,23500096,2023/01/06 10:49:00+00,200 JEFFERSON ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
,,739,23500097,2023/01/06 10:51:00+00,200 JEFFERSON ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Void Approved,0
-8476455.13177959,5322956.91589121,740,231300102,2023/01/06 10:57:00+00,300 WARHAM ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,741,230900089,2023/01/06 10:53:00+00,300 STATE ST N,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8476455.13177959,5322956.91589121,742,231300103,2023/01/06 11:00:00+00,300 WARHAM ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60
,,743,231500136,2023/01/06 11:00:00+00,200 SALINA ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25
-8476455.13177959,5322956.91589121,744,231300104,2023/01/06 11:00:00+00,300 WARHAM ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8476455.13177959,5322956.91589121,745,231300105,2023/01/06 11:00:00+00,300 WARHAM ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,25
,,746,231300107,2023/01/06 11:04:00+00,100 HIGH ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,747,231300109,2023/01/06 11:07:00+00,100 HIGH ST,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25
,,748,231500137,2023/01/06 11:01:00+00,200 SALINA ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Denied ,25
,,749,231300108,2023/01/06 11:06:00+00,100 HIGH ST,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25
-8476455.13177959,5322956.91589121,750,231300106,2023/01/06 11:01:00+00,300 WARHAM ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,751,231500139,2023/01/06 11:12:00+00,200 BANK ALLEY,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25
,,752,231500138,2023/01/06 11:08:00+00,200 CLINTON ST S,NO PARKING ANY TIME CO15-316 (A)14,Fourth Notice,25
,,753,231300110,2023/01/06 11:10:00+00,200 CRAIG ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,754,231300111,2023/01/06 11:12:00+00,600 POND ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,755,231300112,2023/01/06 11:14:00+00,500 POND ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,756,231500140,2023/01/06 11:13:00+00,200 BANK ALLEY,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
,,757,231500141,2023/01/06 11:14:00+00,200 BANK ALLEY,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25
,,758,231300113,2023/01/06 11:15:00+00,500 POND ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,759,231500142,2023/01/06 11:17:00+00,200 WARREN ST S,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,60
,,760,231300114,2023/01/06 11:19:00+00,100 LILAC ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,761,231300115,2023/01/06 11:21:00+00,100 MARY ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,762,231300116,2023/01/06 11:22:00+00,100 MARY ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,763,231500143,2023/01/06 11:20:00+00,200 WASHINGTON ST E,PARKED IN LOADING ZONE/ALL CO15-329,Fourth Notice,25
,,764,231300117,2023/01/06 11:25:00+00,100 MARY ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,765,231300118,2023/01/06 11:27:00+00,600 DIVISION ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,766,231500144,2023/01/06 11:23:00+00,200 WASHINGTON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,767,231500145,2023/01/06 11:28:00+00,300 WATER ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
,,768,231300120,2023/01/06 11:30:00+00,600 DIVISION ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,769,231300119,2023/01/06 11:28:00+00,600 DIVISION ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Void Approved,0
,,770,231300121,2023/01/06 11:32:00+00,600 DIVISION ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,771,231300122,2023/01/06 11:33:00+00,600 DIVISION ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,772,231300124,2023/01/06 11:36:00+00,800 PARK ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,773,231300123,2023/01/06 11:34:00+00,600 DIVISION ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,774,231300125,2023/01/06 11:39:00+00,400 PARK ST.,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8477729.51729065,5320034.70046295,775,231500146,2023/01/06 11:35:00+00,400 GENESEE ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
-8471794.90827985,5319405.39866544,776,23500098,2023/01/06 11:36:00+00,100 FAYETTE ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
-8471794.90827985,5319405.39866544,777,23500099,2023/01/06 11:38:00+00,100 FAYETTE ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,ADMINISTRATIVE REVIEW,25
-8478661.26137678,5316781.70843512,778,231500147,2023/01/06 11:39:00+00,300 ONONDAGA ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Denied,25
,,779,231300126,2023/01/06 11:40:00+00,400 PARK ST.,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,780,231300127,2023/01/06 11:41:00+00,400 PARK ST.,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,781,231300128,2023/01/06 11:41:00+00,400 PARK ST.,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,782,231500148,2023/01/06 11:43:00+00,300 MONTGOMERY ST,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
,,783,231300129,2023/01/06 11:43:00+00,400 PARK ST.,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Fourth Notice,60
,,784,231500149,2023/01/06 11:45:00+00,300 MONTGOMERY ST,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Partial ,25
,,785,230900091,2023/01/06 11:44:00+00,1200 WASHINGTON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,25
,,786,230900090,2023/01/06 11:44:00+00,1200 WASHINGTON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,787,231500150,2023/01/06 11:45:00+00,300 MONTGOMERY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Partial ,10
,,788,23500100,2023/01/06 11:51:00+00,200 WASHINGTON ST W,NO PERMIT/ALL TIMES CO15-365,Paid In Full,25
,,789,231500151,2023/01/06 13:06:00+00,300 MONTGOMERY ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,790,23500101,2023/01/06 11:54:00+00,200 CLINTON ST S,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25
,,791,23500103,2023/01/06 13:05:00+00,300 SALINA ST S,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
-8477395.89270375,5319260.07580915,792,23500102,2023/01/06 12:00:00+00,400 CLINTON ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
,,793,23500104,2023/01/06 13:06:00+00,300 SALINA ST S,PARKED IN LOADING ZONE/ALL CO15-329,Fourth Notice,25
,,794,23500105,2023/01/06 13:08:00+00,300 SALINA ST S,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
,,795,23500106,2023/01/06 13:14:00+00,100 WALTON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Fourth Notice,25
,,796,231500152,2023/01/06 13:09:00+00,200 JEFFERSON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Approved,0
,,797,231500153,2023/01/06 13:12:00+00,100 JEFFERSON ST E,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,100
